NAATOS V2 logs\20250617_083556_MK6C.log on COM7
NAATOS V2 PY32F003 MK. FW:v0.9 HW:MK6C
UID_5608A8
system_input_voltage: 2.91 vcc_mcu_voltage: 2.52
rcc->csr: 08000000 usb_cc1_voltage: 0.00 usb_cc2_voltage: 0.00
sample_temperature_c: 29.60 valve_temperature_c: 28.00
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 0.00, 0, 28.00, 0.00, 0, 2.52, 0 0 0
   0, 29.60, 72.00, 0, 28.00, 72.00, 0, 2.52, 5 0 0
 500, 29.00, 72.00, 0, 27.10, 72.00, 0, 2.51, 5 0 0
1000, 28.50, 72.00, 162, 25.60, 72.00, 87, 2.42, 5 0 0
1500, 28.60, 72.00, 162, 25.60, 72.00, 87, 2.43, 5 0 0
2000, 29.00, 72.00, 162, 26.00, 72.00, 87, 2.43, 5 0 0
2500, 29.40, 72.00, 162, 26.30, 72.00, 87, 2.43, 5 0 0
3000, 29.80, 72.00, 162, 26.80, 72.00, 87, 2.43, 5 0 0
3500, 30.40, 72.00, 162, 27.20, 72.00, 87, 2.43, 5 0 0
4000, 30.90, 72.00, 162, 27.70, 72.00, 87, 2.43, 5 0 0
4500, 31.40, 72.00, 162, 28.10, 72.00, 87, 2.44, 5 0 0
5000, 31.90, 72.00, 162, 28.60, 72.00, 87, 2.44, 5 0 0
5500, 32.30, 72.00, 162, 29.00, 72.00, 87, 2.44, 5 0 0
6000, 32.80, 72.00, 162, 29.40, 72.00, 87, 2.44, 5 0 0
6500, 33.30, 72.00, 162, 29.80, 72.00, 87, 2.44, 5 0 0
7000, 33.80, 72.00, 162, 30.20, 72.00, 87, 2.44, 5 0 0
7500, 34.20, 72.00, 162, 30.60, 72.00, 87, 2.44, 5 0 0
8000, 34.70, 72.00, 162, 30.90, 72.00, 87, 2.44, 5 0 0
8500, 35.10, 72.00, 162, 31.30, 72.00, 87, 2.44, 5 0 0
9000, 35.40, 72.00, 162, 31.60, 72.00, 87, 2.44, 5 0 0
9500, 35.80, 72.00, 162, 32.00, 72.00, 87, 2.44, 6 0 0
